time 	 RH 	 LH 
7701	 7701	 7701 
000.026	50.0000	50.0000	
000.079	50.0000	50.0000	
000.143	50.0000	50.0000	
000.204	50.0000	50.0000	
000.272	50.0000	50.0000	
000.331	50.0000	50.0000	
000.392	50.0000	50.0000	
000.456	50.0000	50.0000	
000.520	50.0000	50.0000	
000.576	50.0000	50.0000	
000.640	50.0000	50.0000	
000.704	50.0000	50.0000	
000.768	50.0000	50.0000	
000.827	50.0000	50.0000	
000.892	50.0000	50.0000	
000.956	50.0000	50.0000	
001.021	50.2579	49.7421	
001.076	50.7355	49.2645	
001.140	51.1753	48.8247	
001.204	51.4382	48.5618	
001.268	51.6692	48.3308	
001.328	51.9086	48.0914	
001.391	52.1571	47.8429	
001.456	52.3797	47.6203	
001.520	52.5436	47.4564	
001.576	52.5436	47.4564	
001.640	52.5436	47.4564	
001.704	52.5436	47.4564	
001.768	52.5436	47.4564	
001.828	52.5436	47.4564	
001.892	52.5436	47.4564	
001.955	52.5436	47.4564	
002.019	52.5436	47.4564	
002.076	52.5436	47.4564	
002.140	52.5436	47.4564	
002.203	52.5436	47.4564	
002.268	52.5436	47.4564	
002.336	52.5436	47.4564	
002.391	52.6914	47.3086	
002.455	52.6914	47.3086	
002.520	52.6914	47.3086	
002.576	52.6914	47.3086	
002.640	52.6914	47.3086	
002.704	52.6914	47.3086	
002.769	52.8918	47.1082	
002.828	53.1348	46.8652	
002.892	53.4203	46.5797	
002.956	53.7195	46.2805	
003.020	53.9430	46.0570	
003.076	54.0877	45.9123	
003.140	54.1902	45.8098	
003.204	54.3382	45.6618	
003.268	54.4454	45.5546	
003.328	54.4454	45.5546	
003.392	54.5945	45.4055	
003.456	54.8772	45.1228	
003.520	55.1599	44.8401	
003.576	55.3962	44.6038	
003.640	55.6520	44.3480	
003.704	55.9332	44.0668	
003.768	56.1868	43.8132	
003.828	56.4051	43.5949	
003.892	56.4919	43.5081	
003.956	56.5983	43.4017	
004.020	56.7063	43.2937	
004.076	56.8664	43.1336	
004.140	57.1091	42.8909	
004.203	57.2506	42.7494	
004.268	57.3993	42.6007	
004.328	57.5028	42.4972	
004.392	57.4706	42.5294	
004.456	57.3820	42.6180	
004.519	57.3820	42.6180	
004.576	57.2863	42.7137	
004.640	57.2673	42.7327	
004.703	57.2054	42.7946	
004.768	57.2054	42.7946	
004.827	57.2054	42.7946	
004.892	57.2054	42.7946	
004.956	57.2054	42.7946	
005.020	57.2054	42.7946	
005.076	57.2054	42.7946	
005.140	57.2054	42.7946	
005.204	57.2054	42.7946	
005.268	57.2054	42.7946	
005.328	57.2054	42.7946	
005.392	57.2054	42.7946	
005.456	57.2054	42.7946	
005.520	57.2054	42.7946	
005.576	57.2054	42.7946	
005.644	56.5895	43.4105	
005.704	55.9271	44.0729	
005.768	55.2899	44.7102	
005.828	54.6945	45.3055	
005.892	54.0658	45.9342	
005.956	53.4802	46.5198	
006.020	52.9790	47.0210	
006.076	52.4579	47.5421	
006.144	51.9056	48.0944	
006.204	51.3131	48.6869	
006.268	50.7189	49.2811	
006.328	50.2777	49.7223	
006.392	49.9338	50.0662	
006.456	49.6780	50.3220	
006.520	49.6780	50.3220	
006.576	49.6780	50.3220	
006.644	49.6780	50.3220	
006.704	49.6780	50.3220	
006.768	49.6780	50.3220	
006.828	49.9769	50.0231	
006.892	50.4158	49.5842	
006.956	50.7006	49.2994	
007.020	50.7006	49.2994	
7702	 7702	 7702 
7701	 7701	 7701 
000.052	49.3179	50.6821	
000.115	48.7601	51.2399	
000.171	48.3302	51.6698	
000.239	47.9162	52.0838	
000.299	47.5547	52.4453	
000.363	47.3410	52.6590	
000.423	47.0115	52.9885	
000.487	46.5905	53.4095	
000.551	46.1825	53.8175	
000.615	45.7213	54.2787	
000.671	45.4162	54.5838	
000.739	45.1347	54.8653	
000.799	44.7941	55.2059	
000.863	44.5230	55.4770	
000.923	44.2671	55.7329	
000.987	43.9419	56.0581	
001.051	43.6336	56.3664	
001.115	43.2822	56.7178	
001.171	42.9797	57.0203	
001.239	42.6487	57.3513	
001.299	42.3685	57.6315	
001.363	42.2019	57.7981	
001.423	42.2188	57.7812	
001.487	42.2975	57.7025	
001.551	42.2975	57.7025	
001.615	42.2975	57.7025	
001.671	42.2975	57.7025	
001.739	42.2975	57.7025	
001.799	42.2975	57.7025	
001.863	42.2975	57.7025	
001.923	42.2975	57.7025	
001.988	42.9369	57.0631	
002.051	42.9369	57.0631	
002.115	43.5598	56.4402	
002.171	43.5598	56.4402	
002.239	43.5598	56.4402	
002.299	44.2175	55.7825	
002.363	44.2175	55.7825	
002.423	44.2175	55.7825	
002.487	44.2175	55.7825	
002.551	44.2175	55.7825	
002.615	44.2175	55.7825	
002.671	44.7582	55.2418	
002.739	45.3207	54.6793	
002.799	45.3207	54.6793	
002.863	45.3207	54.6793	
002.923	45.3207	54.6793	
002.987	45.3207	54.6793	
003.051	45.2072	54.7928	
003.115	44.9758	55.0242	
003.171	44.8050	55.1950	
003.239	44.6774	55.3226	
003.299	44.4102	55.5898	
003.363	44.1181	55.8819	
003.423	43.7340	56.2660	
003.487	43.4560	56.5440	
003.551	43.2019	56.7981	
003.615	42.8566	57.1434	
003.671	42.5559	57.4441	
003.740	42.2629	57.7371	
003.799	41.9806	58.0194	
003.863	41.6784	58.3216	
003.923	41.4345	58.5655	
003.987	41.4200	58.5800	
004.051	41.4200	58.5800	
004.115	41.4200	58.5800	
004.173	41.4200	58.5800	
004.239	41.4200	58.5800	
004.299	41.4200	58.5800	
004.363	41.4200	58.5800	
004.423	41.4200	58.5800	
004.487	41.4200	58.5800	
004.551	41.4200	58.5800	
004.615	41.4200	58.5800	
004.675	41.4200	58.5800	
004.739	41.4200	58.5800	
004.799	41.4200	58.5800	
004.863	41.4200	58.5800	
004.923	41.4200	58.5800	
004.988	41.4200	58.5800	
005.051	41.4200	58.5800	
005.115	41.4200	58.5800	
005.175	41.4200	58.5800	
005.239	41.4200	58.5800	
005.299	41.4200	58.5800	
005.363	41.4200	58.5800	
005.423	41.4200	58.5800	
005.487	41.4200	58.5800	
005.551	41.4200	58.5800	
005.615	41.4200	58.5800	
005.675	41.4200	58.5800	
005.739	41.4200	58.5800	
005.799	41.4200	58.5800	
005.863	41.4200	58.5800	
005.923	41.4200	58.5800	
005.987	41.4200	58.5800	
006.051	41.5755	58.4245	
006.115	41.6628	58.3372	
006.175	41.7250	58.2750	
006.239	41.8317	58.1683	
006.299	41.9636	58.0364	
006.363	41.9636	58.0364	
006.423	41.9636	58.0364	
006.487	42.0679	57.9321	
006.551	42.0679	57.9321	
006.615	42.0679	57.9321	
006.676	42.0679	57.9321	
006.739	42.0679	57.9321	
006.799	42.0679	57.9321	
006.863	42.0679	57.9321	
006.923	42.2073	57.7927	
006.988	42.2073	57.7927	
007.051	42.3184	57.6816	
7702	 7702	 7702 
7691	 7691	 7691 
000.059	49.4814	50.5186	
000.123	48.9822	51.0178	
000.187	48.4850	51.5150	
000.251	47.9862	52.0138	
000.311	47.5522	52.4478	
000.375	47.2837	52.7163	
000.435	47.1633	52.8367	
000.499	46.9963	53.0037	
000.559	46.9963	53.0037	
000.623	46.9963	53.0037	
000.687	46.9963	53.0037	
000.751	46.9963	53.0037	
000.811	46.9963	53.0037	
000.875	46.9963	53.0037	
000.935	46.9963	53.0037	
000.999	46.9963	53.0037	
001.059	46.9963	53.0037	
001.123	46.9963	53.0037	
001.187	46.9963	53.0037	
001.251	46.8342	53.1658	
001.311	46.6354	53.3646	
001.375	46.3289	53.6711	
001.435	45.9004	54.0996	
