time 	 RH 	 LH 
7701	 7701	 7701 
000.026	51.9092	48.0908	
000.085	53.6987	46.3013	
000.144	55.3390	44.6610	
000.207	56.8761	43.1239	
000.273	58.3346	41.6654	
000.335	59.7317	40.2683	
000.390	61.1949	38.8051	
000.454	62.5590	37.4410	
000.518	63.9208	36.0792	
000.582	65.2456	34.7544	
000.642	66.5333	33.4667	
000.706	67.7692	32.2308	
000.765	68.8958	31.1042	
000.834	69.9394	30.0606	
000.890	70.9810	29.0189	
7702	 7702	 7702 
7691	 7691	 7691 
000.034	51.0885	48.9115	
000.089	51.9841	48.0159	
000.153	52.5641	47.4359	
000.216	52.8611	47.1389	
000.280	52.8611	47.1389	
000.341	52.8611	47.1389	
000.404	52.8611	47.1389	
000.464	52.9954	47.0046	
000.532	52.9954	47.0046	
000.589	53.2463	46.7537	
000.652	53.7417	46.2583	
000.716	54.3959	45.6041	
000.780	55.6088	44.3912	
000.840	57.1507	42.8493	
000.905	58.6176	41.3824	
000.964	59.9981	40.0019	
001.032	61.2801	38.7199	
001.088	62.1690	37.8310	
001.152	63.1581	36.8419	
001.216	64.2404	35.7596	
001.280	65.3754	34.6246	
001.349	66.2982	33.7018	
001.404	67.2748	32.7252	
001.464	68.2280	31.7720	
001.532	69.0423	30.9577	
001.588	69.8355	30.1645	
001.652	70.5297	29.4703	
7693	 7693	 7693 
7701	 7701	 7701 
000.023	49.4962	50.5038	
000.087	49.4962	50.5038	
000.150	49.4962	50.5038	
000.211	49.4962	50.5038	
000.275	49.4962	50.5038	
000.338	49.9180	50.0820	
000.403	50.3160	49.6841	
000.458	50.9691	49.0309	
000.522	52.0284	47.9716	
000.586	52.8687	47.1313	
000.651	53.7287	46.2713	
000.711	54.2725	45.7275	
000.774	55.0117	44.9883	
000.839	55.7373	44.2627	
000.902	56.9607	43.0393	
000.958	58.2678	41.7322	
001.022	59.5121	40.4879	
001.086	60.8142	39.1858	
001.150	62.1632	37.8368	
001.210	63.4456	36.5544	
001.274	64.4799	35.5201	
001.339	65.2254	34.7746	
001.402	65.7256	34.2744	
001.458	66.0188	33.9812	
001.522	65.9772	34.0228	
001.586	65.8402	34.1598	
001.650	65.4154	34.5846	
001.710	65.1255	34.8744	
001.774	65.1255	34.8744	
001.838	63.7282	36.2718	
001.902	61.8206	38.1794	
001.958	59.7919	40.2081	
002.022	57.7364	42.2636	
002.086	55.4673	44.5327	
002.150	53.2637	46.7363	
002.210	51.1310	48.8690	
002.274	49.1881	50.8119	
002.339	47.5177	52.4823	
002.402	46.1300	53.8700	
002.458	44.7605	55.2395	
002.522	43.6408	56.3592	
002.586	42.6137	57.3863	
002.650	41.6229	58.3771	
002.710	40.7859	59.2141	
002.774	39.9515	60.0485	
002.837	39.4543	60.5457	
002.902	39.2709	60.7291	
002.958	38.5955	61.4045	
003.022	37.8615	62.1385	
003.086	37.3740	62.6260	
003.150	36.5336	63.4664	
003.209	35.8827	64.1173	
003.273	35.4134	64.5866	
003.338	34.8245	65.1755	
003.402	34.2644	65.7356	
003.458	33.8843	66.1157	
003.521	33.3534	66.6466	
003.585	32.7604	67.2396	
003.649	32.1528	67.8472	
003.709	31.3248	68.6752	
003.773	30.4704	69.5296	
003.837	29.5638	70.4362	
003.901	28.7377	71.2623	
003.957	28.3162	71.6838	
004.021	27.8712	72.1288	
004.085	27.3099	72.6901	
004.149	26.8126	73.1874	
004.209	26.3445	73.6555	
004.273	25.7566	74.2434	
004.338	25.1088	74.8912	
004.402	24.5051	75.4949	
004.457	23.9036	76.0964	
004.521	23.4979	76.5021	
004.585	23.1852	76.8148	
004.649	22.9095	77.0905	
004.709	22.8741	77.1259	
004.773	23.2509	76.7491	
004.837	23.9835	76.0165	
004.901	24.8393	75.1607	
004.957	25.7820	74.2180	
005.021	25.7820	74.2180	
005.085	27.7118	72.2882	
005.149	30.0575	69.9425	
005.209	32.6539	67.3461	
005.273	35.2778	64.7222	
005.338	38.1372	61.8628	
005.401	40.9100	59.0900	
005.457	43.4080	56.5920	
005.521	45.7150	54.2850	
005.585	47.8432	52.1568	
005.649	49.9223	50.0777	
005.709	51.7660	48.2340	
005.773	53.4324	46.5676	
005.837	54.9244	45.0756	
005.901	56.2216	43.7784	
005.957	57.2862	42.7138	
006.021	58.0811	41.9189	
006.085	58.8162	41.1838	
006.149	59.6113	40.3887	
006.209	59.9861	40.0139	
006.273	59.8290	40.1710	
006.337	58.9500	41.0500	
006.401	57.7523	42.2477	
006.457	56.5883	43.4117	
006.521	54.8848	45.1152	
006.586	53.3475	46.6525	
006.648	51.8114	48.1886	
006.708	50.4144	49.5856	
006.772	49.0399	50.9601	
006.836	47.7209	52.2791	
006.901	46.6795	53.3205	
006.956	45.5408	54.4592	
007.020	44.4041	55.5959	
7702	 7702	 7702 
7691	 7691	 7691 
000.020	51.8777	48.1223	
000.083	53.6003	46.3997	
000.140	55.3759	44.6241	
000.207	57.1055	42.8945	
000.267	58.5989	41.4011	
000.331	59.9364	40.0636	
000.391	61.1978	38.8022	
000.455	62.5045	37.4955	
000.519	63.6666	36.3334	
000.583	64.8095	35.1905	
000.639	65.9332	34.0668	
000.707	66.9142	33.0858	
000.767	67.9400	32.0600	
000.831	68.9114	31.0886	
000.891	70.1000	29.9000	
7693	 7693	 7693 
7701	 7701	 7701 
000.007	50.3283	49.6717	
000.071	50.3283	49.6717	
000.134	50.3283	49.6717	
000.199	50.3283	49.6717	
000.255	50.0238	49.9762	
000.323	49.3335	50.6665	
000.382	48.5215	51.4785	
000.446	48.0640	51.9360	
000.507	47.5074	52.4925	
000.570	47.1248	52.8752	
000.634	47.1248	52.8752	
000.698	47.6001	52.3999	
000.754	48.3311	51.6689	
000.823	49.0296	50.9704	
000.882	49.6710	50.3290	
000.946	50.1931	49.8069	
001.006	50.5926	49.4074	
001.070	50.8767	49.1233	
001.134	51.2649	48.7351	
001.199	51.2649	48.7351	
001.258	51.4546	48.5454	
001.322	52.3137	47.6863	
001.382	53.2262	46.7738	
001.446	53.9278	46.0722	
001.506	54.0458	45.9542	
001.570	53.4782	46.5218	
001.634	52.6392	47.3608	
001.698	52.0883	47.9117	
001.758	51.6396	48.3604	
001.822	51.0669	48.9331	
001.882	50.2635	49.7365	
001.946	49.2127	50.7873	
002.006	48.3664	51.6336	
002.070	47.9595	52.0405	
002.134	47.5046	52.4954	
002.199	47.0211	52.9789	
002.258	46.4413	53.5587	
002.322	45.8365	54.1635	
002.382	45.1748	54.8252	
002.446	44.6269	55.3731	
002.506	44.1244	55.8756	
002.570	44.1244	55.8756	
002.634	44.1244	55.8756	
002.698	44.1244	55.8756	
002.758	44.1244	55.8756	
002.822	44.1244	55.8756	
002.882	44.1244	55.8756	
002.946	43.9904	56.0096	
003.006	43.7422	56.2578	
003.070	43.2401	56.7599	
003.134	42.5388	57.4612	
003.198	41.9171	58.0829	
003.258	41.5143	58.4858	
003.322	41.0545	58.9455	
003.382	40.8811	59.1189	
003.446	40.6162	59.3838	
003.506	40.4294	59.5706	
003.570	40.1460	59.8540	
003.634	39.6878	60.3122	
003.698	39.0900	60.9100	
003.758	38.3675	61.6325	
003.822	37.3550	62.6450	
003.881	36.2025	63.7975	
003.945	35.2510	64.7490	
004.006	34.1886	65.8114	
004.071	33.2192	66.7808	
004.133	32.4691	67.5309	
004.197	31.8448	68.1552	
004.257	31.6009	68.3991	
004.321	31.4475	68.5525	
004.381	31.3511	68.6489	
004.445	31.2277	68.7723	
004.505	31.1647	68.8353	
004.569	31.0446	68.9554	
004.634	30.8849	69.1151	
004.697	30.8439	69.1561	
004.757	31.1908	68.8092	
004.821	31.1908	68.8092	
004.881	32.7342	67.2658	
004.945	34.2011	65.7989	
005.006	36.2533	63.7467	
005.069	38.5881	61.4119	
005.133	40.8062	59.1938	
005.197	42.6842	57.3158	
005.257	44.1870	55.8130	
005.321	45.5202	54.4798	
005.381	46.7491	53.2509	
005.445	47.9121	52.0879	
005.505	48.8325	51.1675	
005.569	50.2297	49.7703	
005.633	51.6328	48.3672	
005.697	52.9864	47.0136	
005.757	54.1436	45.8564	
005.821	55.3370	44.6630	
005.881	56.4770	43.5230	
005.945	57.8347	42.1653	
006.005	59.2369	40.7631	
006.069	60.3690	39.6310	
006.133	61.4339	38.5661	
006.197	62.6661	37.3339	
006.257	63.9660	36.0340	
006.321	65.1399	34.8601	
006.380	66.2988	33.7012	
006.445	67.4429	32.5571	
006.505	68.6168	31.3832	
006.569	69.5224	30.4776	
006.633	70.3396	29.6604	
7702	 7702	 7702 
7701	 7701	 7701 
000.035	51.2272	48.7728	
000.096	52.3659	47.6341	
000.160	53.2791	46.7209	
