time 	 RH 	 LH 
7691	 7691	 7691 
000.028	50.9797	49.0203	
000.089	51.6824	48.3176	
000.152	52.4471	47.5529	
000.217	53.0960	46.9040	
000.281	53.0960	46.9040	
000.337	52.4865	47.5135	
000.401	51.3666	48.6334	
000.465	50.0777	49.9223	
000.529	48.6867	51.3133	
000.589	47.2285	52.7715	
000.653	45.7882	54.2118	
000.717	44.1485	55.8515	
000.780	42.5375	57.4625	
000.837	41.1793	58.8207	
000.900	39.9936	60.0064	
000.965	38.6501	61.3499	
001.028	37.3263	62.6737	
001.088	36.0398	63.9602	
001.152	34.8748	65.1252	
001.217	33.7975	66.2025	
001.280	32.8504	67.1496	
001.337	31.9181	68.0819	
001.400	31.0950	68.9050	
001.464	30.2452	69.7548	
001.528	29.4015	70.5985	
7692	 7692	 7692 
7701	 7701	 7701 
000.004	47.5316	52.4684	
000.061	45.1796	54.8204	
000.129	42.9389	57.0611	
000.188	40.8027	59.1973	
000.253	38.7722	61.2278	
000.312	36.8414	63.1586	
000.377	35.0050	64.9950	
000.440	33.2598	66.7402	
000.504	31.6016	68.3984	
000.561	30.0250	69.9750	
000.629	28.5275	71.4725	
7703	 7703	 7703 
7691	 7691	 7691 
000.050	49.3875	50.6125	
000.110	49.1465	50.8535	
000.174	49.7101	50.2899	
000.234	50.3605	49.6394	
000.298	51.0132	48.9868	
000.362	51.6296	48.3704	
000.426	52.5348	47.4652	
000.482	53.3472	46.6528	
000.550	54.1677	45.8323	
000.610	55.1526	44.8474	
000.675	56.2203	43.7797	
000.734	57.1941	42.8059	
000.798	57.9324	42.0676	
000.862	58.3910	41.6090	
000.926	58.8899	41.1101	
000.983	59.6527	40.3473	
001.050	60.5900	39.4100	
001.110	61.8082	38.1918	
001.174	62.9167	37.0833	
001.234	63.8750	36.1250	
001.298	64.8336	35.1664	
001.363	65.7804	34.2196	
001.426	66.6823	33.3177	
001.482	67.4156	32.5844	
001.550	67.8200	32.1800	
001.611	68.2738	31.7262	
001.674	68.8196	31.1804	
001.734	69.0320	30.9680	
001.798	69.3524	30.6476	
001.862	69.9161	30.0839	
001.926	70.5722	29.4278	
7693	 7693	 7693 
7701	 7701	 7701 
000.010	49.1141	50.8859	
000.070	48.3266	51.6734	
000.134	47.5696	52.4304	
000.198	46.8267	53.1733	
000.262	46.0230	53.9770	
000.324	45.3381	54.6619	
000.385	45.3381	54.6619	
000.445	45.3381	54.6619	
000.509	45.3381	54.6619	
000.569	45.3381	54.6619	
000.633	45.3381	54.6619	
000.698	45.1181	54.8819	
000.761	44.2050	55.7950	
000.821	43.1652	56.8348	
000.885	41.6353	58.3647	
000.945	40.0217	59.9783	
001.009	38.3412	61.6588	
001.069	36.7169	63.2831	
001.134	35.2124	64.7876	
001.197	33.7003	66.2997	
001.262	32.1680	67.8320	
001.322	30.6661	69.3339	
